"","NPFM1","NPFM2","NPFM3","NPFM4"
"NPIL_421251",0,0.137763714733603,0.737010812152271,0
"NPIL_421261",0,0,0,0
"NPIL_421271",0,0,1.4412147247988,0
"NPIL_421281",0,0,0.633976969105482,0
"NPIL_421291",0.0785167859552678,0.519691776598655,0.827457280838052,0.0362621599576444
"NPIL_421301",0,0,0.310640581057765,0.170167371484174
"NPIL_421312",0,0,0,0
"NPIL_421311",0,0,0,0
"NPIL_421321",0,0.19244132684581,0.819418724790527,0.368306476544239
"NPIL_421331",7.61169653751529,0.629332083592866,0.290152290230371,0.274930140128362
"NPIL_421341",5.48613217215354,0,0.770882294659822,0
"NPIL_421351",1.09214668241945,2.81118765420129,0,0
"NPIL_421361",0.853385442391474,0.704678741545745,0.441785516444565,1.89918594255172
"NPIL_421371",5.24230407561338,2.40958941788682,1.47324171868322,28.2462080425629
"NPIL_421381",0.0981147260589199,0.317282115648205,0.448575360033416,0.0124287811230325
"NPIL_421391",0,0,0,0
"NPIL_446711",0,0,0,0
"NPIL_446721",0,0,0,0
"NPIL_56691",0,0,0,0
"NPIL_637821",0,0,0,0
"NPIL_276371",0,0,0,0
"NPIL_276381",0,0,0,0
"NPIL_221801",0,0,0,0
"NPIL_320301",0,0,0,0
"NPIL_320311",0.0218126383173927,0.0120312370379924,0.174704808526234,0.0604436391637962
"NPIL_320321",0.554880975745368,1.31167165893032,0.26732208605139,39.098869773202
"NPIL_320331",0,0,0.753362242508463,0
"NPIL_320341",0,0,0,0
"NPIL_320351",0,0,0.259729196241899,0
"NPIL_320361",0.00771229512889376,0,0.0715236024664763,0
"NPIL_444081",0.369854368352046,0.139886574340679,0.0267274187451488,0
"NPIL_331551",0,0.0249029336968207,0.742260062092548,0.041703218982868
"NPIL_331561",0,0.885908620023068,2.83520666925313,1.11267737456418
"NPIL_331571",0,0,1.38645014121568,0.178703651600999
"NPIL_331581",0,8.2614494327548,3.15694654003546,0
"NPIL_331591",0,1.56867940529941,1.64057056871132,0.138260989330892
"NPIL_331601",0,0,0,0
"NPIL_266641",0,0,0,0
"NPIL_297961",0.521910803988058,0,0.880033770009886,0
"NPIL_120581",0,0,0,0
"NPIL_120591",0,0,0,0
"NPIL_120601",0,0,0,0
"NPIL_80159",0.520988700094086,0.114945078238417,0.483163417015145,2.30988677581786
"NPIL_120611",0,0,0,0
"NPIL_80160",0,0,0,0
"NPIL_120621",0,0,0,0
"NPIL_120631",0,0,0,0
"NPIL_80161",0,0.156579817768818,0,0
"NPIL_120641",0,0,0,0
"NPIL_120651",0,0,0,0
"NPIL_120661",0,0,0,0
"NPIL_120671",0,0,0,1.19070666221577
"NPIL_241671",0,0,0.0676949053853758,0
"NPIL_556861",0.0623946264234346,0.0229434125749858,0.0131510446565286,0
"NPIL_580981",0,0,0,0
"NPIL_239031",0,0,0,0
"NPIL_402041",0.124159833369791,0.273932270665028,0.209355402128668,1.37620622643464
"NPIL_552471",0.0707357371522046,0,0.447273535282386,0
